transaction_id,customer_id,payment_date,amount,payment_mode,transaction_status,transaction_type
TXN000065,CUST03250,2029-03-06,2940.42,UPI,Refunded,Purchase
TXN000066,CUST17497,2025-07-12,752.01,UPI,Success,Purchase
TXN000067,CUST38969,2024-01-22,608.59,UPI,Success,Deposit
TXN000068,CUST30290,2026-12-28,3993.19,UPI,Success,Bill Payment
TXN000069,CUST39595,2028-08-01,6671.81,UPI,Success,Purchase
TXN000070,CUST27658,2027-08-18,4341.02,Cards,Success,Withdrawl
TXN000071,CUST05816,2029-04-08,4136.19,Cash,Success,Refund
TXN000072,CUST35510,2027-04-23,10377.21,UPI,Failed,Deposit
TXN000073,CUST27825,2027-12-14,,Cash,Refunded,Bill Payment
TXN000074,CUST06445,2025-06-05,6577.15,UPI,Success,Transfer
TXN000075,CUST43450,2025-11-27,959.54,UPI,Pending,Deposit
TXN000076,CUST02858,2025-04-19,856.36,UPI,Success,Bill Payment
TXN000077,CUST35648,2025-12-01,4083.5,Digital Wallets,Success,Bill Payment
TXN000078,CUST06907,2029-02-24,1264.85,Cash,Success,Bill Payment
TXN000079,CUST37601,2028-01-26,233.71,UPI,Success,Bill Payment
TXN000080,CUST06101,2025-11-13,4914.23,UPI,Success,Purchase
TXN000081,CUST05849,2026-03-19,867.2,Cash,Success,Purchase
TXN000082,CUST23917,2027-03-13,398.43,Cards,Success,Purchase
TXN000083,CUST46865,2027-02-04,3333.58,Cash,Refunded,DEPOSIT
TXN000084,CUST14123,2025-10-19,1042.65,UPI,Success,Bill Payment
TXN000085,CUST48940,2025-01-05,3192.74,UPI,Failed,Purchase
TXN000086,CUST33671,2025-12-23,1973.18,Cash,Success,Purchase
TXN000087,CUST19446,2027-04-06,6569.22,Cash,Failed,Deposit
TXN000088,CUST48511,2026-09-15,5350.3,UPI,Success,Withdrawl
TXN000089,CUST06242,2026-06-21,5393.79,UPI,Refunded,Withdrawl
TXN000090,CUST27065,2025-04-10,478.61,Cash,Success,Purchase
TXN000091,CUST27833,2023-11-26,1409.74,UPI,Success,Purchase
TXN000092,CUST01357,2024-12-10,921.69,UPI,Success,SUBSCRIPTION
TXN000093,CUST03572,2027-04-12,1754.54,UPI,Failed,Deposit
TXN000094,CUST41457,2023-11-13,2331.79,Cash,Success,Deposit
TXN000095,CUST21999,2027-06-25,,upi,Success,Refund
TXN000096,CUST38136,2025-08-04,4858.01,UPI,Success,Bill Payment
TXN000097,CUST34838,2024-08-27,10654.5,UPI,Success,Withdrawl
TXN000098,CUST06131,2025-10-24,482.04,UPI,Success,Purchase
TXN000099,CUST40711,2026-07-06,2189.59,UPI,Success,Purchase
TXN000100,CUST35902,2026-03-15,3058.09,UPI,Success,Purchase
TXN000101,CUST38723,2026-05-29,412.97,Cash,Success,Purchase
TXN000102,CUST06186,2026-01-19,2429.68,Digital Wallets,Success,Purchase
TXN000103,CUST29086,2029-09-22,4219.21,,Success,Withdrawl
TXN000104,CUST20988,2029-04-19,6003.47,UPI,Success,Bill Payment
TXN000105,CUST30776,2026-08-01,3562.71,UPI,Success,Bill Payment
TXN000106,CUST44239,2026-02-23,3184.39,Cash,Success,Purchase
TXN000107,CUST32859,2027-03-27,1122.46,UPI,Failed,Bill Payment
TXN000108,CUST38151,2028-01-23,10948.16,Cash,Failed,Purchase
TXN000109,CUST37643,2025-07-27,,Digital Wallets,Success,Purchase
TXN000110,CUST07361,2027-02-11,368.79,UPI,Success,Purchase
TXN000111,CUST34057,2026-08-22,2220.43,UPI,Success,Purchase
TXN000112,CUST46269,2023-10-15,3752.73,UPI,Success,Transfer
TXN000113,CUST28342,2026-12-18,2444.37,UPI,Success,Purchase
TXN000114,CUST39709,2023-09-24,716.58,Cash,Success,Transfer
TXN000115,CUST40443,2024-01-07,379.96,Cash,Failed,Withdrawl
TXN000116,CUST17210,2026-01-08,1843.21,Digital Wallets,Success,Transfer
TXN000117,CUST18120,2026-07-28,2163.94,UPI,Success,Purchase
TXN000118,CUST04428,2027-03-02,1263.46,UPI,Success,Purchase
TXN000119,CUST09719,2025-12-03,499.73,UPI,Success,Purchase
TXN000120,CUST09068,2026-08-31,5485.85,UPI,Success,Transfer
TXN000121,CUST20867,2027-10-11,1556.71,UPI,Failed,Transfer
TXN000122,CUST07720,2027-11-29,997.81,UPI,Success,Transfer
TXN000123,CUST33145,2025-11-08,,UPI,Success,Purchase
TXN000124,CUST08507,2026-01-17,7249.37,UPI,Success,Bill Payment
TXN000125,CUST20935,2029-05-15,945.77,UPI,Success,Purchase
TXN000126,CUST35024,2026-07-26,0.0,Cash,Success,Purchase
TXN000127,CUST13213,2028-01-31,2308.03,UPI,SUCCESS,Bill Payment
TXN000128,CUST11431,2027-06-06,349.05,Cash,Success,Subscription
TXN000129,CUST18441,2023-10-30,0.0,UPI,Success,Purchase
TXN000130,CUST35471,2026-11-04,859.25,UPI,Failed,Purchase
TXN000131,CUST30464,2026-03-13,2031.09,Digital Wallets,Success,Withdrawl
TXN000132,CUST47387,2026-08-15,2423.29,UPI,Success,Withdrawl
TXN000133,CUST37435,2025-09-29,1706.26,UPI,Success,Purchase
TXN000134,CUST10853,2025-05-28,1121.75,UPI,Success,Deposit
TXN000135,CUST05687,2026-09-14,2772.74,UPI,Success,Withdrawl
TXN000136,CUST03269,2027-08-17,1425.85,Cash,Success,Transfer
TXN000137,CUST18253,2026-08-21,672.15,UPI,Pending,Purchase
TXN000138,CUST45326,2026-11-20,2386.69,Cash,CANCELLED,Transfer
TXN000139,CUST44651,2026-10-17,1604.54,UPI,Success,Purchase
TXN000140,CUST49429,2025-07-29,977.23,Cash,Success,Transfer
TXN000141,CUST25494,2025-06-29,690.84,UPI,Failed,Withdrawl
TXN000142,CUST07238,2028-11-26,1868.14,UPI,Success,Bill Payment
TXN000143,CUST11667,2028-01-04,612.03,UPI,Success,Refund
TXN000144,CUST08082,2027-02-12,119.25,UPI,Success,Purchase
TXN000145,CUST08752,2026-05-15,1098.74,UPI,Success,Bill Payment
TXN000146,CUST06707,2026-06-23,7867.95,UPI,Success,Purchase
TXN000147,CUST45251,2028-01-25,1568.65,UPI,Success,Subscription
TXN000148,CUST12083,2026-04-30,1509.01,UPI,Success,Transfer
TXN000149,CUST33174,2026-01-02,544.35,UPI,Success,Bill Payment
TXN000150,CUST44269,2026-12-23,3988.91,Cash,Failed,Purchase
TXN000151,CUST20499,2027-08-17,0.0,UPI,Success,Purchase
TXN000152,CUST11468,2028-04-15,2198.39,UPI,Success,Bill Payment
TXN000153,CUST47582,2026-02-01,883.02,UPI,Success,Deposit
TXN000154,CUST05919,2027-05-11,1734.72,Cards,Success,Deposit
TXN000155,CUST09709,2027-01-26,1124.69,UPI,Success,Withdrawl
TXN000156,CUST13667,2027-01-09,641.75,Cash,Success,Withdrawl
TXN000157,CUST00305,2024-07-08,2082.57,Cash,Success,Purchase
TXN000158,CUST19072,2026-06-06,1438.76,UPI,Success,Purchase
TXN000159,CUST23807,2023-12-13,2734.58,Cash,Refunded,Purchase
TXN000160,CUST31316,2025-05-02,1154.59,Cards,Success,Purchase
TXN000161,CUST10154,2028-01-05,,Digital Wallets,Pending,Purchase
TXN000162,CUST31639,2026-07-22,1352.51,UPI,Success,Subscription
TXN000163,CUST02115,2027-04-16,780.66,UPI,Success,Refund
TXN000164,CUST48510,2026-06-05,815.89,UPI,Success,Transfer
TXN000165,CUST40711,2026-06-22,3327.75,UPI,Success,Bill Payment
TXN000166,CUST40155,2027-07-10,444.99,UPI,Failed,Purchase
TXN000167,CUST46144,2025-03-10,2047.23,UPI,Success,Deposit
TXN000168,CUST45908,2027-11-13,359.61,Cash,Success,Transfer
TXN000169,CUST02373,2027-02-27,1475.75,UPI,Success,Bill Payment
TXN000170,CUST11085,2023-09-12,748.83,UPI,Success,Bill Payment
TXN000171,CUST13797,2026-04-26,821.61,UPI,Pending,Purchase
TXN000172,CUST14247,2027-07-25,675.03,UPI,Success,Purchase
TXN000173,CUST40989,2026-05-16,4332.62,UPI,Success,
TXN000174,CUST23966,2026-12-02,7100.55,Cash,Success,Purchase
TXN000175,CUST12500,2026-04-02,5020.99,UPI,Failed,Bill Payment
TXN000176,CUST02753,2024-02-01,523.81,UPI,Success,SUBSCRIPTION
TXN000177,CUST30503,2027-04-27,992.64,UPI,Success,Withdrawl
TXN000178,CUST41608,2027-11-28,3829.27,Cash,Failed,Purchase
TXN000179,CUST41432,2026-10-26,4699.82,UPI,Success,Purchase
TXN000180,CUST18076,2027-04-18,1389.68,UPI,Success,Withdrawl
TXN000181,CUST06452,2025-01-07,740.35,UPI,Pending,Purchase
TXN000182,CUST27293,2029-04-05,1186.5,UPI,Refunded,Purchase
TXN000183,CUST42914,2025-12-12,805.93,UPI,Success,Purchase
TXN000184,CUST48369,2028-05-17,10986.16,UPI,Success,Bill Payment
TXN000185,CUST15771,2026-04-09,214.97,UPI,Success,Refund
TXN000186,CUST07583,2024-05-01,3739.4,UPI,Success,Purchase
TXN000187,CUST49523,2028-05-15,907.72,Cash,success,Deposit
TXN000188,CUST32963,2024-05-03,11923.78,UPI,Success,Purchase
TXN000189,CUST23470,2026-06-06,1496.1,UPI,Success,Purchase
TXN000190,CUST06377,2025-07-10,5542.01,Digital Wallets,Success,Bill Payment
TXN000191,CUST14934,2025-05-23,922.91,UPI,Success,Withdrawl
TXN000192,CUST32678,2026-05-27,738.65,UPI,Success,Purchase
TXN000193,CUST43320,2024-02-10,18145.89,UPI,pending,Subscription
TXN000194,CUST15520,2023-04-22,530.82,Cards,Success,Purchase
TXN000195,CUST04891,2028-04-03,770.96,UPI,Success,Transfer
TXN000196,CUST31433,2025-11-16,564.25,UPI,Success,BILL PAYMENT
TXN000197,CUST25338,2027-04-18,5201.99,upi,Success,Purchase
TXN000198,CUST28428,2026-01-27,516.01,UPI,Success,Refund
TXN000199,CUST31066,2024-03-09,9245.2,Cash,Success,Bill Payment
TXN000200,CUST39005,2025-10-02,57.44,Cash,REFUNDED,Purchase
TXN000201,CUST45770,2026-10-31,786.5,UPI,Success,Transfer
TXN000202,CUST04250,2023-11-07,8138.3,UPI,Refunded,Purchase
TXN000203,CUST12836,2024-03-09,5085.83,UPI,Success,Bill Payment
TXN000204,CUST06106,2025-10-27,1417.15,UPI,Success,Purchase
TXN000205,CUST49437,2026-03-21,506.87,UPI,Refunded,Transfer
TXN000206,CUST09022,2024-05-07,3337.33,Cash,Success,Bill Payment
TXN000207,CUST28332,2026-06-29,565.42,Cash,Pending,Bill Payment
TXN000208,CUST05262,2026-05-16,1156.66,UPI,Success,Refund
TXN000209,CUST17285,2027-01-23,751.5,UPI,Success,Bill Payment
TXN000210,CUST25537,2025-10-06,9389.28,UPI,Success,Purchase
TXN000211,CUST37780,2025-09-07,3453.72,Digital Wallets,Success,Refund
TXN000212,CUST04995,2025-10-19,1781.22,UPI,Success,Deposit
TXN000213,CUST31117,2025-12-27,2889.4,UPI,Success,Purchase
TXN000214,CUST36746,2027-04-10,553.78,UPI,Failed,Bill Payment
TXN000215,CUST14122,2027-08-27,149.41,Cash,Success,Bill Payment
TXN000216,CUST24366,2028-02-22,1826.01,UPI,Success,Refund
TXN000217,CUST46841,2025-07-23,1800.13,UPI,Success,Transfer
TXN000218,CUST30837,2027-07-19,234.72,UPI,Success,Bill Payment
TXN000219,CUST45880,2025-12-25,651.71,upi,Success,Purchase
TXN000220,CUST25902,2023-10-29,2174.78,Cheque,Success,Purchase
TXN000221,CUST35933,2025-01-08,3390.31,UPI,Success,Withdrawl
TXN000222,CUST07417,2025-10-13,1126.93,UPI,Success,Transfer
TXN000223,CUST17307,2029-03-15,5553.7,UPI,Success,Purchase
TXN000224,CUST14386,2025-12-02,3873.53,UPI,Pending,Purchase
TXN000225,CUST17189,2026-02-26,5978.32,UPI,Success,Deposit
TXN000226,CUST49172,2028-03-12,1892.61,Cash,Failed,Withdrawl
TXN000227,CUST26633,2026-11-04,269.64,UPI,Success,Purchase
TXN000228,CUST13560,2026-04-02,3890.43,UPI,Success,Bill Payment
TXN000229,CUST14197,2024-06-13,1881.51,UPI,Pending,Withdrawl
TXN000230,CUST00960,2026-05-09,1804.86,UPI,Success,Bill Payment
TXN000231,CUST12107,2025-09-12,5965.01,,Success,Purchase
TXN000232,CUST20013,2027-08-24,982.61,UPI,Success,Purchase
TXN000233,CUST41504,2025-10-21,820.75,Digital Wallets,Success,Bill Payment
TXN000234,CUST37977,2024-08-22,137.3,,Success,Refund
TXN000235,CUST27002,2024-05-09,1384.44,UPI,Success,Purchase
TXN000236,CUST17491,2026-04-09,391.62,UPI,Success,Purchase
TXN000237,CUST24312,2028-02-21,2175.91,UPI,Success,Purchase
TXN000238,CUST19369,2026-10-09,341.04,,Success,Purchase
TXN000239,CUST05205,2024-11-01,1560.86,UPI,Success,Withdrawl
TXN000240,CUST49809,2027-08-31,1001.54,Cash,Success,Purchase
TXN000241,CUST06968,2023-07-10,2884.35,cash,Success,Purchase
TXN000242,CUST21445,2023-10-13,1455.38,UPI,Success,Withdrawl
TXN000243,CUST19913,2026-04-21,2340.43,Cash,Success,Purchase
TXN000244,CUST04320,2027-11-27,725.56,Cards,Success,Deposit
TXN000245,CUST22846,2029-10-17,1474.11,UPI,Success,Purchase
TXN000246,CUST03810,2026-01-21,1750.46,Cash,Success,Purchase
TXN000247,CUST12494,2027-12-06,1575.7,UPI,Success,Purchase
TXN000248,CUST40903,2029-01-17,887.19,UPI,Success,Transfer
TXN000249,CUST06420,2026-04-16,1959.29,UPI,Success,Withdrawl
TXN000250,CUST14896,2027-05-15,674.5,UPI,Refunded,Bill Payment
TXN000251,CUST18173,2027-10-19,2255.46,Cash,Success,Purchase
TXN000252,CUST32237,2025-02-20,418.16,UPI,Success,Bill Payment
TXN000253,CUST16613,2025-02-14,996.73,card,Success,Purchase
TXN000254,CUST12497,2026-07-29,758.82,UPI,Success,Bill Payment
TXN000255,CUST02871,2025-07-31,2123.87,Cash,Success,Bill Payment
TXN000256,CUST07591,2026-12-03,1947.15,Bank Transfer,Success,Purchase
TXN000257,CUST06044,2026-11-12,1953.2,UPI,Success,Transfer
TXN000258,CUST32967,2026-12-24,4525.27,BankTransfer,Success,Purchase
TXN000259,CUST34241,2026-05-09,1125.92,UPI,Success,Bill Payment
TXN000260,CUST07812,2024-02-22,18530.4,UPI,Failed,Purchase
TXN000261,CUST27749,2026-01-20,1085.53,UPI,Refunded,Withdrawl
TXN000262,CUST48859,2024-05-31,1626.15,Digital Wallets,Success,Subscription
TXN000263,CUST46442,2024-10-30,748.07,UPI,Success,Purchase
TXN000264,CUST01158,2028-05-03,2900.69,UPI,Refunded,Purchase
TXN000265,CUST23521,2025-04-02,661.68,UPI,Success,Purchase
TXN000266,CUST12714,2029-05-24,501.94,UPI,Success,Transfer
TXN000267,CUST45308,2026-03-27,5388.55,Cash,Success,Transfer
TXN000268,CUST25728,2025-01-17,254.06,UPI,Success,Transfer
TXN000269,CUST24990,2024-03-22,1811.14,Digital Wallets,Failed,Purchase
TXN000270,CUST13607,2024-10-12,1013.1,UPI,Success,Bill Payment
TXN000271,CUST22295,2027-10-15,19996.46,UPI,PROCESSING,Purchase
TXN000272,CUST12754,2027-04-19,571.63,Cash,Success,Bill Payment
TXN000273,CUST24625,2023-11-11,389.17,Cash,Success,
TXN000274,CUST00530,2027-07-07,2301.19,UPI,Success,Purchase
TXN000275,CUST14917,2023-06-03,3632.67,,Success,Bill Payment
TXN000276,CUST12727,2026-09-04,753.25,UPI,Success,Withdrawl
TXN000277,CUST06251,2024-03-24,9251.87,UPI,Failed,Purchase
TXN000278,CUST31346,2025-02-03,3395.29,UPI,Success,Purchase
TXN000279,CUST39987,2025-12-25,1012.46,UPI,Success,Withdrawl
TXN000280,CUST18175,2026-05-08,1329.69,,Success,Bill Payment
TXN000281,CUST43570,2026-12-10,2140.65,Cash,Refunded,Withdrawl
TXN000282,CUST35718,2028-04-19,0.0,UPI,Failed,Subscription
TXN000283,CUST44581,2024-07-04,563.71,Cash,Success,Withdrawl
TXN000284,CUST17056,2024-11-03,677.65,UPI,Success,Purchase
TXN000285,CUST24715,2027-01-28,3081.31,Cash,Success,Refund
TXN000286,CUST43920,2027-12-07,876.17,UPI,Failed,Purchase
TXN000287,CUST37973,2026-04-17,3449.43,UPI,Success,refund
TXN000288,CUST49813,2023-12-03,758.1,Cards,Success,Bill Payment
TXN000289,CUST13802,2026-10-04,,UPI,Success,Withdrawl
TXN000290,CUST06175,2026-07-30,2430.8,Cash,Success,Withdrawl
TXN000291,CUST45453,2023-11-28,3997.32,UPI,Pending,Withdrawl
TXN000292,CUST02621,2028-02-03,1615.0,UPI,Success,Purchase
TXN000293,CUST26444,2028-08-19,727.62,UPI,Refunded,Transfer
TXN000294,CUST15062,2027-11-09,1654.11,,Success,Transfer
TXN000295,CUST27798,2025-10-02,824.1,UPI,Success,Bill Payment
TXN000296,CUST04482,2025-07-17,2888.86,UPI,Success,Bill Payment
TXN000297,CUST39062,2024-07-14,378.12,UPI,Success,Purchase
TXN000298,CUST39701,2024-07-12,966.86,Cash,Success,Purchase
TXN000299,CUST41905,2029-01-11,2269.76,UPI,Success,Transfer
TXN000300,CUST39848,2028-11-21,0.0,,Success,Purchase
TXN000301,CUST48289,2023-06-11,10861.65,Cash,Refunded,Purchase
TXN000302,CUST42491,2026-08-13,851.3,Cards,Success,Transfer
TXN000303,CUST09084,2026-09-25,2674.09,UPI,Refunded,Subscription
TXN000304,CUST34513,2026-12-14,730.95,UPI,Success,Transfer
TXN000305,CUST41875,2025-10-23,3218.88,UPI,Success,Purchase
TXN000306,CUST20480,2029-04-15,541.24,UPI,Success,Refund
TXN000307,CUST42995,2023-12-02,1110.07,UPI,Success,Bill Payment
TXN000308,CUST36540,2024-12-17,329.24,UPI,Success,Purchase
TXN000309,CUST27888,2027-04-04,1134.39,digital wallet,Success,Transfer
TXN000310,CUST01968,2027-12-17,1648.68,UPI,success,Transfer
TXN000311,CUST17957,2025-07-17,2710.4,UPI,Success,Bill Payment
TXN000312,CUST29925,2030-01-26,0.0,Cash,Success,Purchase
TXN000313,CUST15484,2027-06-28,373.02,UPI,Success,Withdrawl
TXN000314,CUST12725,2025-11-12,11581.91,UPI,Failed,Subscription
TXN000315,CUST44940,2026-05-08,1952.27,UPI,Success,Transfer
TXN000316,CUST32693,2024-12-12,21368.45,Digital Wallets,Success,Refund
TXN000317,CUST41038,2026-05-15,499.35,Cash,Success,Purchase
TXN000318,CUST12361,2027-06-06,10966.16,UPI,Success,Purchase
TXN000319,CUST13836,2024-10-21,2279.73,UPI,Failed,Purchase
TXN000320,CUST29376,2025-10-24,229.28,UPI,Success,Deposit
TXN000321,CUST34018,2028-02-13,195.99,UPI,Failed,Deposit
TXN000322,CUST33583,2023-11-26,1665.39,UPI,Success,Purchase
TXN000323,CUST02937,2028-08-26,,UPI,Success,Deposit
TXN000324,CUST43696,2026-10-09,1401.22,Cash,Success,Deposit
TXN000325,CUST11494,2026-05-13,1182.48,UPI,Success,Purchase
TXN000326,CUST14772,2027-08-09,978.75,,Success,Purchase
TXN000327,CUST16185,2027-04-08,1623.03,Cards,Success,Purchase
TXN000328,CUST20366,2027-03-31,647.39,Digital Wallets,Success,Bill Payment
TXN000329,CUST05681,2024-11-22,4232.3,UPI,Success,Deposit
TXN000330,CUST31971,2028-06-21,655.8,UPI,Refunded,Purchase
TXN000331,CUST29443,2024-02-12,,Cheque,Success,Refund
TXN000332,CUST46659,2027-02-11,1204.54,Cash,Success,Purchase
TXN000333,CUST49225,2026-11-25,3879.75,Cash,Success,Withdrawl
TXN000334,CUST13884,2027-05-21,,UPI,Success,Withdrawl
TXN000335,CUST44942,2024-11-27,407.19,Bank Transfer,Refunded,Deposit
TXN000336,CUST18366,2025-12-08,3818.83,Cash,Success,Purchase
TXN000337,CUST07306,2024-02-22,2665.34,Cash,Refunded,Transfer
TXN000338,CUST37905,2026-05-26,5664.71,Digital Wallets,Success,Transfer
TXN000339,CUST27365,2025-06-13,7540.99,Cash,Success,Deposit
TXN000340,CUST29603,2027-08-05,1173.26,UPI,Failed,Transfer
TXN000341,CUST32852,2026-01-02,1121.13,UPI,Refunded,Purchase
TXN000342,CUST33204,2023-04-25,1139.49,UPI,Success,Purchase
TXN000343,CUST40196,2025-07-04,3819.23,UPI,Refunded,Withdrawl
TXN000344,CUST40266,2024-05-09,7672.2,UPI,Success,bill payment
TXN000345,CUST15604,2025-08-03,9471.48,UPI,Failed,Purchase
TXN000346,CUST16389,2025-07-14,519.6,UPI,Pending,Purchase
TXN000347,CUST45708,2028-07-11,1660.11,,REFUNDED,Subscription
TXN000348,CUST11374,2025-08-13,3122.02,Cash,Success,Subscription
TXN000349,CUST17371,2028-07-26,1304.56,Digital Wallets,Success,Bill Payment
TXN000350,CUST48087,2027-08-26,2456.11,UPI,success,Deposit
TXN000351,CUST30546,2026-01-10,1181.14,,Refunded,Deposit
TXN000352,CUST18788,2026-03-05,413.36,UPI,Success,Subscription
TXN000353,CUST01841,2028-05-26,20554.28,UPI,Failed,Purchase
TXN000354,CUST11385,2023-05-27,806.9,UPI,Success,Purchase
TXN000355,CUST00300,2027-02-04,8970.88,UPI,Success,Deposit
TXN000356,CUST17813,2024-09-20,72.5,UPI,Success,Purchase
TXN000357,CUST13235,2027-11-02,11087.82,Cards,Success,Transfer
TXN000358,CUST48862,2027-08-25,958.83,Cash,Success,Purchase
TXN000359,CUST19568,2027-10-13,5213.25,Cash,Failed,Refund
TXN000360,CUST22930,2029-01-10,701.35,Cards,Failed,Deposit
TXN000361,CUST46139,2026-10-11,899.68,UPI,Success,Purchase
TXN000362,CUST44662,2029-02-12,3474.0,Cheque,Success,Transfer
TXN000363,CUST30486,2029-10-22,2797.03,Cash,Success,Transfer
TXN000364,CUST40818,2026-10-09,872.9,UPI,Pending,Transfer
TXN000365,CUST37305,2027-12-06,292.06,Cash,Failed,Refund
TXN000366,CUST03253,2026-01-17,2071.56,UPI,Success,Purchase
TXN000367,CUST14776,2025-10-14,1938.11,UPI,Success,Bill Payment
TXN000368,CUST36583,2027-11-02,588.21,Cash,Failed,Subscription
TXN000369,CUST42522,2024-08-28,495.3,UPI,Success,Bill Payment
TXN000370,CUST08303,2029-01-24,3579.5,Cash,Refunded,Purchase
TXN000371,CUST28279,2027-12-07,224.58,Cash,Success,Bill Payment
TXN000372,CUST02078,2026-02-07,752.67,UPI,Success,Deposit
TXN000373,CUST03448,2024-06-03,6000.35,UPI,Pending,Purchase
TXN000374,CUST09212,2026-12-31,792.91,Cards,Success,Purchase
TXN000375,CUST47648,2027-10-14,944.68,UPI,Pending,Transfer
TXN000376,CUST29869,2026-09-28,720.54,UPI,Success,Bill Payment
TXN000377,CUST11588,2027-07-12,1817.87,Digital Wallets,Success,Bill Payment
TXN000378,CUST32344,2026-07-17,466.24,UPI,Success,Bill Payment
TXN000379,CUST48311,2026-12-04,2251.39,UPI,Success,Purchase
TXN000380,CUST03951,2023-09-16,885.0,UPI,Success,Bill Payment
