customer_id,age,gender,country,employment_type,income,account_type,signup_date,customer_status
CUST00115,25.0,female,USA,Student,323567.88,Savings,2024-11-02,Active
CUST00116,22.0,O,Canada,Employed,939678.74,Savings,2024-05-22,Active
CUST00117,21.0,M,Australia,Employed,755934.68,PREMIUM,2026-01-27,Active
CUST00118,34.0,Male,Australia,Employed,913882.22,Savings,2023-11-19,Active
CUST00119,19.0,Female,Singapore,Employed,341296.36,Savings,2026-02-28,Closed
CUST00120,28.0,Male,UAE,Employed,1646345.96,Savings,2023-04-10,Inactive
CUST00121,37.0,Male,Australia,Business Owner,1869773.99,Salary,2024-06-17,Inactive
CUST00122,18.0,Other,UK,Business Owner,1259297.29,Savings,2026-04-25,Active
CUST00123,26.0,Male,Canada,Employed,1082997.19,Savings,2024-05-13,Active
CUST00124,19.0,Male,Germany,Retired,816294.84,Premium,2024-10-11,Suspended
CUST00125,18.0,Female,Germany,Unemployed,300000.0,Savings,2024-09-06,Inactive
CUST00126,18.0,Female,USA,Business Owner,-21088.0,Savings,2026-08-05,Active
CUST00127,18.0,Male,USA,Employed,826765.33,Current,2026-06-07,Suspended
CUST00128,40.0,Other,USA,,1151402.79,Savings,2025-08-22,Active
CUST00129,34.0,Female,USA,Employed,817792.36,Savings,2023-02-08,Inactive
CUST00130,,Male,UK,Employed,978295.91,Savings,2025-06-25,Active
CUST00131,24.0,male,India,Unemployed,101242.98,Salary,2026-03-11,Active
CUST00132,18.0,Female,USA,Student,249034.27,Premium,2025-06-03,Active
CUST00133,23.0,Male,USA,Employed,1092635.57,Current,2024-07-05,Active
CUST00134,,Female,Germany,Employed,1122324.1,Salary,2023-07-28,Inactive
CUST00135,18.0,Female,USA,Student,89761.69,Savings,2023-08-04,Suspended
CUST00136,,Other,UK,Employed,-24292.0,Savings,2024-08-16,ACTIVE
CUST00137,18.0,Male,Germany,Employed,1353355.66,Salary,2024-06-07,Inactive
CUST00138,28.0,Female,Singapore,Employed,414725.08,Savings,2025-05-13,Suspended
CUST00139,33.0,Male,Germany,Employed,1012270.5,Current,2024-06-05,Active
CUST00140,18.0,Male,USA,Employed,-98047.0,,2025-12-17,Active
CUST00141,,Female,USA,Retired,668082.23,,2023-07-25,Active
CUST00142,,Female,Singapore,,953226.42,Savings,2025-10-21,Active
CUST00143,19.0,Female,India,Employed,,Savings,2025-12-09,Active
CUST00144,30.0,Other,India,Business Owner,1307296.79,,2026-03-09,Active
CUST00145,24.0,Female,USA,Business Owner,876711.35,Premium,2024-12-11,CLOSED
CUST00146,29.0,Female,India,Retired,476135.96,Premium,2023-10-30,ACTIVE
CUST00147,29.0,Male,UK,Employed,1323537.38,Premium,2024-11-01,Closed
CUST00148,18.0,Female,India,Employed,654104.69,Savings,2025-10-10,Inactive
CUST00149,37.0,Male,India,Retired,-50045.0,Salary,2024-09-08,Active
CUST00150,26.0,Male,Germany,Employed,851954.88,Savings,2023-05-12,Active
CUST00151,23.0,Female,India,Employed,658687.95,Current,2024-03-11,Active
CUST00152,25.0,Male,Germany,Employed,666782.12,Premium,2025-09-30,Closed
CUST00153,20.0,Female,India,Student,-35773.0,Premium,2025-07-12,Inactive
CUST00154,94.0,Male,India,Business Owner,1249208.3,Savings,2026-06-27,Active
CUST00155,18.0,Male,India,Retired,629621.36,Salary,2026-01-04,Suspended
CUST00156,30.0,Male,UAE,Employed,566396.4,Premium,2026-05-17,Active
CUST00157,32.0,Female,Canada,Employed,693624.97,Savings,2023-09-01,Inactive
CUST00158,30.0,Male,USA,Employed,1256902.15,Savings,2024-03-13,Active
CUST00159,20.0,Female,Germany,Student,177952.63,Salary,2024-11-28,Active
CUST00160,37.0,Male,UAE,Employed,921160.0,Savings,2025-03-24,Inactive
CUST00161,29.0,Male,India,Employed,752198.01,Savings,2025-12-08,Active
CUST00162,24.0,Female,India,,693632.59,Savings,2026-06-29,Active
CUST00163,18.0,Male,India,Employed,593276.79,Savings,2024-07-29,Active
CUST00164,31.0,Female,USA,Student,,Current,2023-03-08,Active
CUST00165,34.0,Male,India,Employed,1545407.26,Salary,2024-10-02,Active
CUST00166,18.0,Female,USA,Student,157184.58,Salary,2026-07-30,Suspended
CUST00167,18.0,Female,India,Self-Employed,905236.98,Savings,2025-06-02,Closed
CUST00168,18.0,Male,USA,Employed,756635.64,Savings,2024-10-27,Active
CUST00169,33.0,Male,UAE,Student,103584.89,salary account,2025-07-29,Active
CUST00170,26.0,Male,Australia,Employed,877745.12,Salary,2024-11-23,Active
CUST00171,20.0,Male,UK,Unemployed,141498.0,salary,2025-08-02,Inactive
CUST00172,18.0,male,UAE,Business Owner,1008035.68,Savings,2025-06-07,Active
CUST00173,28.0,Male,India,Employed,758320.5,Current,2023-11-26,Active
CUST00174,18.0,Female,Australia,Retired,527803.86,Current,2024-10-10,Active
CUST00175,18.0,Female,Singapore,Employed,1094106.36,Savings,2026-04-18,inactive
CUST00176,18.0,Male,USA,Employed,667161.8,Savings,2024-08-05,Closed
CUST00177,33.0,Male,Singapore,Business Owner,3239612.84,Premium,2026-04-24,Active
CUST00178,27.0,Female,India,Self-Employed,,Savings,2023-09-24,Closed
CUST00179,31.0,OTH,USA,Retired,250894.39,,2023-06-05,Active
CUST00180,29.0,Male,Singapore,Employed,1126304.6,Savings,2025-10-10,Active
CUST00181,39.0,Male,Germany,Employed,672002.39,Savings,2026-01-21,active
CUST00182,31.0,Female,Germany,Student,118019.2,Premium,2025-03-27,Active
CUST00183,28.0,Male,India,Employed,681157.3,Salary,2024-04-14,Active
CUST00184,,Female,India,,1251357.41,Current,2023-11-02,Active
CUST00185,27.0,Other,Germany,Employed,1670530.07,Current,2023-04-11,Active
CUST00186,37.0,Male,India,Employed,578769.02,Premium,2025-04-24,Active
CUST00187,21.0,Female,Germany,Employed,-27855.0,Salary,2024-12-31,suspended
CUST00188,22.0,Female,India,Self-Employed,2290789.07,Savings,2025-02-19,Inactive
CUST00189,,Female,USA,Employed,707905.93,Current,2025-08-09,Closed
CUST00190,19.0,Female,Germany,Business Owner,-24739.0,Premium,2023-06-14,Active
CUST00191,20.0,Female,India,Student,131671.88,Savings,2025-12-10,Active
CUST00192,18.0,Male,India,Self-Employed,578785.27,Current,2024-01-02,Active
CUST00193,40.0,Female,USA,Self-Employed,,Savings,2026-05-25,Inactive
CUST00194,31.0,Female,Australia,Self-Employed,1575617.81,Savings,2025-01-18,Active
CUST00195,25.0,Male,UAE,Employed,1037568.17,Savings,2024-03-19,Active
CUST00196,32.0,Male,Singapore,Student,143365.08,Savings,2026-01-11,Active
CUST00197,36.0,Female,India,,468371.49,Savings,2024-07-12,Active
CUST00198,19.0,Male,UAE,,693138.83,Current,2025-06-17,Active
CUST00199,31.0,Male,India,Business Owner,2957558.25,Savings,2024-11-04,Inactive
CUST00200,24.0,Female,India,Self-Employed,1136169.21,Savings,2023-08-11,Active
CUST00201,20.0,Female,USA,Business Owner,781905.49,Savings,2024-08-30,Active
CUST00202,30.0,Female,UK,,419391.11,PREMIUM,2025-08-12,Active
CUST00203,22.0,Other,India,Employed,534182.39,Savings,2025-08-03,Active
CUST00204,23.0,Male,India,Employed,612345.68,Current,2025-11-22,Active
CUST00205,18.0,Male,India,Employed,1629230.58,Current,2024-07-09,Active
CUST00206,22.0,Female,UAE,Employed,548195.75,Savings,2026-03-08,Active
CUST00207,19.0,Female,Australia,Unemployed,91960.94,Salary,2026-05-14,Closed
CUST00208,21.0,Male,USA,Retired,198570.82,Salary,2025-12-30,Active
CUST00209,18.0,Male,Singapore,Employed,558612.93,Salary,2026-06-10,Active
CUST00210,21.0,Male,India,Employed,,Savings,2026-06-06,Active
CUST00211,34.0,Female,Germany,Business Owner,5222704.45,Current,2023-09-29,Active
CUST00212,24.0,Male,India,Employed,,Salary,2024-03-15,Active
CUST00213,23.0,Male,India,Student,73066.62,Salary,2023-11-08,Active
CUST00214,31.0,Female,India,Self-Employed,1724708.9,Salary,2024-08-30,Inactive
CUST00215,28.0,Male,UK,Employed,536931.69,Savings,2024-04-16,Active
CUST00216,,Male,USA,Employed,556273.25,Savings,2025-03-10,Active
CUST00217,28.0,Female,India,Employed,1126502.65,Savings,2024-09-21,Active
CUST00218,30.0,Male,UK,Self-Employed,1424039.42,Premium,2024-11-17,Active
CUST00219,18.0,Male,UAE,Employed,1036263.86,Current,2026-02-12,Closed
CUST00220,28.0,Male,USA,Employed,-12964.0,Salary,2023-10-01,Active
CUST00221,,Female,India,Business Owner,,Savings,2025-08-04,Active
CUST00222,28.0,Male,India,Retired,,Salary,2023-12-23,Active
CUST00223,23.0,Female,UAE,Employed,262642.46,Savings,2023-11-06,Active
CUST00224,98.0,Male,Australia,Self-Employed,646864.49,Savings,2023-10-16,Active
CUST00225,27.0,Female,India,Retired,1189765.14,Savings,2024-11-02,Suspended
CUST00226,39.0,Male,Germany,Business Owner,661148.17,Savings,2025-04-30,Inactive
CUST00227,18.0,Female,UAE,Business Owner,,Savings,2025-05-08,ACTIVE
CUST00228,22.0,Male,Australia,Retired,,Salary,2023-07-22,Inactive
CUST00229,18.0,Female,USA,Employed,967268.35,Salary,2023-12-17,Inactive
CUST00230,32.0,Female,UAE,Retired,1008670.78,Premium,2024-01-13,Active
CUST00231,18.0,Male,India,Employed,-43496.0,Salary,2026-05-26,Active
CUST00232,21.0,Male,India,Employed,480267.3,current,2024-08-28,Active
CUST00233,21.0,Male,India,Self-Employed,718379.53,Savings,2026-03-09,Active
CUST00234,27.0,Female,UK,Employed,-75935.0,Savings,2025-08-09,Active
CUST00235,,Male,USA,Employed,585166.49,Salary,2025-09-14,Closed
CUST00236,25.0,Female,Australia,Unemployed,155709.77,Salary,2026-07-29,Active
CUST00237,18.0,Male,India,Employed,1217133.13,Current,2023-04-07,Active
CUST00238,41.0,Female,India,Employed,830751.53,Savings,2025-09-03,Active
CUST00239,18.0,Female,India,Employed,-16302.0,Savings,2025-05-02,Inactive
CUST00240,25.0,Female,India,Employed,1102951.48,Savings,2025-06-18,Active
CUST00241,,Female,Singapore,Employed,549280.78,Savings,2023-08-24,Active
CUST00242,22.0,Female,Australia,Self-Employed,1542012.83,Savings,2025-07-29,Active
CUST00243,27.0,Female,USA,Self-Employed,447868.52,Premium,2024-01-07,Closed
CUST00244,0.0,Male,India,Student,58210.04,Salary,2023-03-15,Inactive
CUST00245,,Male,Singapore,Student,215972.77,Savings,2025-06-22,Active
CUST00246,,Male,Canada,Unemployed,145066.78,Savings,2026-01-17,Active
CUST00247,38.0,Male,UAE,Self-Employed,1727328.12,Current,2026-03-18,Active
CUST00248,20.0,Male,Germany,Student,151867.78,Savings,2026-04-01,Active
CUST00249,40.0,Male,India,Employed,754798.91,Current,2023-05-25,Active
CUST00250,18.0,Female,UAE,Employed,783081.61,Savings,2023-04-30,Active
CUST00251,24.0,Male,India,Employed,1007136.66,Savings,2023-11-19,Active
CUST00252,34.0,Male,India,Employed,964970.74,Premium,2024-01-02,Active
CUST00253,,Female,India,Business Owner,1884226.16,Current,2023-04-03,Active
CUST00254,36.0,Male,USA,Employed,1292781.88,Salary,2025-03-02,Active
CUST00255,28.0,Female,India,Student,164973.85,Current,2025-01-22,Active
CUST00256,18.0,Female,UK,Employed,,Salary,2023-09-14,Active
CUST00257,19.0,Female,USA,Business Owner,4766087.93,Savings,2024-03-08,INACTIVE
CUST00258,24.0,male,USA,,816115.42,Salary,2023-04-22,Active
CUST00259,18.0,Other,Australia,Retired,396093.91,premium account,2025-06-06,Active
CUST00260,18.0,Male,Canada,Employed,1561962.02,Salary,2024-12-17,Active
CUST00261,26.0,Female,UK,Employed,1212466.21,Premium,2024-07-28,Suspended
CUST00262,22.0,Male,Singapore,Self-Employed,1036401.15,Salary,2026-02-05,Active
CUST00263,21.0,Male,Australia,Student,223639.38,Current,2023-05-02,Active
CUST00264,27.0,m,India,Business Owner,1383457.61,,2023-02-28,Closed
CUST00265,18.0,Other,Singapore,Employed,1459216.45,Current,2023-08-07,Active
CUST00266,25.0,Male,USA,Business Owner,8465703.84,Savings,2025-08-09,Suspended
CUST00267,19.0,Male,UK,Business Owner,3879762.57,Savings,2026-05-11,Active
CUST00268,30.0,Male,Canada,Employed,438893.04,Savings,2023-09-10,Active
CUST00269,18.0,Male,India,Self-Employed,763264.8,Savings,2023-09-24,Active
CUST00270,19.0,Female,UAE,Employed,703136.58,Savings,2023-04-21,Suspended
CUST00271,18.0,Male,India,Self-Employed,973058.45,Salary,2024-02-04,Active
CUST00272,33.0,Male,UAE,Unemployed,289019.77,Salary,2023-01-21,Active
CUST00273,18.0,Male,USA,Unemployed,138340.85,Savings,2023-08-01,Active
CUST00274,21.0,Male,Germany,Retired,1177626.97,Current,2026-04-23,Active
CUST00275,,Male,Canada,Business Owner,1193556.09,Savings,2023-12-26,Active
CUST00276,29.0,Female,UK,Employed,997651.76,Salary,2024-12-29,Active
CUST00277,18.0,Female,USA,Employed,1073821.68,Savings,2025-01-19,Active
CUST00278,24.0,Female,UAE,Employed,523341.14,Premium,2024-05-04,Active
CUST00279,18.0,Female,India,Retired,410366.01,Savings,2023-04-29,ACTIVE
CUST00280,24.0,Male,UAE,Student,189404.67,Savings,2024-07-28,Closed
CUST00281,18.0,Male,India,Business Owner,2745901.39,Current,2025-06-09,Inactive
CUST00282,18.0,Male,Germany,Unemployed,123020.75,Savings,2026-04-17,Active
CUST00283,19.0,Male,Canada,Self-Employed,1031371.86,Savings,2023-01-20,Active
CUST00284,30.0,Female,Australia,Unemployed,,Premium,2024-11-11,Closed
CUST00285,26.0,Female,UK,Employed,823576.37,Savings,2025-12-19,Active
CUST00286,34.0,Male,UK,Retired,852868.91,Savings,2024-05-26,Active
CUST00287,27.0,Male,Canada,Employed,434753.56,Savings,2024-08-22,Inactive
CUST00288,23.0,Male,USA,Employed,466176.03,Savings,2025-06-10,Active
CUST00289,18.0,Other,India,Business Owner,3978942.48,Premium,2026-01-08,Inactive
CUST00290,,Male,USA,Employed,548024.71,Premium,2025-11-15,Active
CUST00291,39.0,Female,USA,Employed,2413691.59,Savings,2024-07-28,Suspended
CUST00292,18.0,Male,Germany,Employed,1083275.79,Savings,2024-06-16,Active
CUST00293,21.0,Male,Germany,Self-Employed,1379808.88,Savings,2023-03-29,Active
CUST00294,18.0,Female,Australia,Unemployed,149884.51,Savings,2023-03-24,closed
CUST00295,35.0,Female,USA,Unemployed,132057.23,Savings,2025-03-16,Active
CUST00296,47.0,Female,Canada,Employed,859462.94,Savings,2025-08-07,Active
CUST00297,22.0,Female,India,Employed,1433702.17,Savings,2023-02-28,Inactive
CUST00298,18.0,Male,Australia,Employed,1501726.97,Savings,2023-08-15,Active
CUST00299,,Male,Australia,Employed,-27324.0,Savings,2023-05-14,Active
CUST00300,35.0,Male,UK,Business Owner,2980520.92,Premium,2024-03-31,Active
CUST00301,,other,India,Unemployed,150708.74,Salary,2023-04-20,Active
CUST00302,22.0,Male,UK,Student,196916.19,Savings,2026-06-04,Active
CUST00303,18.0,Female,USA,Employed,807977.03,premium,2025-05-05,Closed
CUST00304,18.0,Male,Germany,Self-Employed,1269884.66,Salary,2025-05-07,Inactive
CUST00305,,M,India,Unemployed,218142.69,Savings,2023-11-15,Active
CUST00306,45.0,M,India,Employed,933459.19,Salary,2025-03-30,Active
CUST00307,21.0,Female,UAE,Employed,,Savings,2026-01-24,Inactive
CUST00308,32.0,Female,UK,,52439.43,Current,2023-09-07,Active
CUST00309,18.0,Male,India,Employed,900717.26,Salary,2024-06-23,Inactive
CUST00310,24.0,Male,USA,Unemployed,244172.43,Savings,2025-08-12,Active
CUST00311,,Female,India,Employed,1017894.09,Savings,2024-08-24,Active
CUST00312,42.0,Male,Canada,Self-Employed,,Savings,2025-01-30,Active
CUST00313,23.0,OTH,Germany,,1691696.4,Savings,2024-02-07,Active
CUST00314,26.0,Male,India,Employed,816698.19,Savings,2023-02-01,Active
CUST00315,20.0,Female,USA,Unemployed,104641.03,Savings,2024-05-20,Active
CUST00316,,Female,Germany,Employed,,Savings,2024-02-02,Suspended
CUST00317,28.0,Male,USA,Employed,1010838.29,Savings,2025-10-14,Active
CUST00318,,Other,India,Employed,926632.75,Salary,2025-11-20,Active
CUST00319,29.0,Male,Australia,Employed,1138734.05,Premium,2025-07-29,Suspended
CUST00320,21.0,Female,Australia,Self-Employed,1517601.21,Current,2023-12-07,SUSPENDED
CUST00321,0.0,Male,Germany,Employed,664305.64,Savings,2025-08-13,Suspended
CUST00322,0.0,Female,USA,Self-Employed,,Savings,2024-03-01,Active
CUST00323,23.0,Female,USA,Self-Employed,1854550.95,Current,2026-08-07,Active
CUST00324,18.0,Male,UK,Student,93317.28,Salary,2023-09-15,Active
CUST00325,20.0,Female,UK,,337383.72,Salary,2023-01-18,Closed
CUST00326,18.0,Male,USA,Self-Employed,3448231.01,Savings,2024-09-21,Active
CUST00327,,Male,Canada,Student,119330.45,Savings,2023-03-15,Active
CUST00328,34.0,Female,India,Retired,290295.84,Savings,2025-03-28,Active
CUST00329,36.0,Female,India,Employed,938881.4,Current,2024-05-03,Active
CUST00330,18.0,Female,USA,Employed,683549.53,Savings,2024-11-26,Active
CUST00331,,Female,UK,Unemployed,113349.27,Savings,2024-12-02,Active
CUST00332,32.0,Male,India,Employed,928209.82,Premium,2023-12-22,Active
CUST00333,26.0,Female,UK,Self-Employed,401067.56,Savings,2025-09-05,Active
CUST00334,,Female,USA,Employed,524150.25,Savings,2024-09-18,Active
CUST00335,,Female,India,Business Owner,4358954.52,Savings,2023-10-26,Active
CUST00336,29.0,Female,Canada,Employed,317143.76,Salary,2026-04-10,Closed
CUST00337,25.0,Other,USA,Unemployed,193120.84,Savings,2023-07-15,Closed
CUST00338,29.0,Male,Australia,Employed,616164.31,,2023-01-02,Active
CUST00339,22.0,Female,USA,Self-Employed,2596643.24,Salary,2026-07-10,Closed
CUST00340,18.0,Male,UAE,Unemployed,179289.7,Savings,2025-09-05,Active
CUST00341,28.0,Male,Canada,Employed,604204.4,Savings,2026-07-30,Active
CUST00342,35.0,Female,India,Student,365158.32,Current,2026-07-27,Active
CUST00343,37.0,Female,India,Employed,502924.33,Savings,2024-11-28,Closed
CUST00344,30.0,Male,UK,Retired,1000822.42,Savings,2023-11-18,Active
CUST00345,31.0,Female,India,Self-Employed,1317916.59,Savings,2024-01-29,Inactive
CUST00346,18.0,Female,India,Unemployed,40482.49,Premium,2023-04-24,Active
CUST00347,34.0,Male,USA,Employed,1426036.22,Savings,2024-09-14,Active
CUST00348,,Male,UAE,Employed,1622211.65,Savings,2025-01-22,Active
CUST00349,34.0,Male,USA,Business Owner,3531537.85,Salary,2024-08-05,Active
CUST00350,23.0,Other,Germany,Employed,409095.59,Current,2025-09-18,Active
