transaction_id,customer_id,payment_date,amount,payment_mode,transaction_status,transaction_type
TXN000300,CUST25128,2023-12-11,1224.23,Cash,Failed,Subscription
TXN000301,CUST38810,2025-05-04,23900.99,Bank Transfer,Success,Purchase
TXN000302,CUST30322,2025-05-14,270.16,UPI,Pending,Purchase
TXN000303,CUST10324,2025-10-02,1743.67,Card,Success,Refund
TXN000304,CUST10837,2026-08-16,1480.545,UPI,Success,Deposit
TXN000311,CUST30887,2025-03-01,2562.05,Cash,Success,Bill Payment
TXN000312,CUST24542,2025-06-27,221.19,UPI,Failed,Transfer
TXN000314,CUST32162,2024-08-23,754.34,UPI,Success,Refund
TXN000316,CUST06700,2025-12-28,5963.76,UPI,Success,Bill Payment
TXN000317,CUST33719,2025-12-03,4027.11,UPI,Success,Withdrawal
TXN000318,CUST03085,2025-08-06,1343.65,UPI,Success,Bill Payment
TXN000319,CUST13023,2025-12-14,2135.81,UPI,Success,Subscription
TXN000322,CUST39835,2024-08-12,886.67,UPI,Success,Bill Payment
TXN000323,CUST35844,2025-03-08,2511.32,UPI,Success,Bill Payment
TXN000324,CUST06925,2026-02-13,6178.73,Cash,Success,Deposit
TXN000326,CUST16976,2025-04-18,5540.5,UPI,Success,Deposit
TXN000327,CUST16033,2025-06-10,2823.48,Cash,Success,Purchase
TXN000328,CUST07811,2025-06-26,5519.3,UPI,Success,Bill Payment
TXN000329,CUST18327,2026-03-21,405.02,Card,Success,Purchase
TXN000330,CUST16841,2025-09-21,1912.76,Digital Wallet,Refunded,Bill Payment
TXN000332,CUST47891,2024-12-24,390.68,UPI,Pending,Purchase
TXN000334,CUST46933,2024-11-23,882.56,UPI,Success,Transfer
TXN000335,CUST13444,2024-09-01,5466.07,UPI,Success,Purchase
TXN000337,CUST45239,2025-09-02,2009.31,UPI,Success,Bill Payment
TXN000338,CUST44261,2025-01-02,3481.22,UPI,Success,Transfer
TXN000340,CUST20622,2024-11-06,6974.07,Cash,Success,Subscription
TXN000343,CUST15980,2026-06-26,154.67,UPI,Success,Bill Payment
TXN000344,CUST38500,2026-08-12,5197.54,Card,Success,Purchase
TXN000345,CUST15709,2026-01-19,3152.13,UPI,Success,Purchase
TXN000346,CUST08004,2025-12-04,1458.28,Cash,Refunded,Purchase
TXN000348,CUST24538,2026-08-05,557.42,Cash,Pending,Deposit
TXN000350,CUST01774,2026-07-14,1375.79,UPI,Success,Deposit
TXN000352,CUST06995,2024-02-24,1734.25,Cash,Success,Purchase
TXN000353,CUST34071,2024-02-25,3390.23,Cash,Success,Purchase
TXN000354,CUST42322,2024-11-09,5964.94,Cash,Success,Deposit
TXN000356,CUST44061,2025-11-08,4882.8,UPI,Success,Withdrawal
TXN000357,CUST38313,2023-11-10,3727.49,UPI,Failed,Bill Payment
TXN000358,CUST47371,2026-02-14,3071.0,Cash,Failed,Bill Payment
TXN000359,CUST12568,2025-10-15,294.21,UPI,Success,Withdrawal
TXN000361,CUST43538,2026-01-19,5890.3,UPI,Failed,Unknown
TXN000363,CUST22586,2026-01-03,4523.4,Card,Success,Transfer
TXN000366,CUST13792,2025-11-11,2380.13,UPI,Success,Withdrawal
TXN000368,CUST23501,2026-03-30,1480.545,UPI,Success,Deposit
TXN000371,CUST12083,2025-06-14,1275.46,UPI,Success,Bill Payment
TXN000372,CUST22117,2026-05-31,5764.76,UPI,Success,Bill Payment
TXN000374,CUST46245,2026-06-25,960.19,Cash,Success,Refund
TXN000375,CUST13033,2024-07-14,1108.5,UPI,Success,Bill Payment
TXN000376,CUST25239,2026-03-10,1298.59,Cash,Success,Bill Payment
TXN000380,CUST12890,2025-03-18,17641.75,UPI,Success,Bill Payment
TXN000382,CUST19271,2025-08-28,319.35,UPI,Success,Purchase
TXN000383,CUST20709,2025-06-22,3979.88,Cash,Failed,Transfer
TXN000384,CUST36799,2025-08-29,815.73,Card,Refunded,Purchase
TXN000388,CUST44035,2026-06-06,5063.56,Cash,Success,Transfer
TXN000389,CUST20445,2025-01-15,3574.47,UPI,Success,Transfer
TXN000390,CUST22162,2026-05-18,2543.67,Cash,Success,Refund
TXN000391,CUST06180,2026-08-07,1611.95,UPI,Failed,Transfer
TXN000393,CUST02952,2026-04-21,1480.545,Unknown,Success,Purchase
TXN000396,CUST12903,2026-03-17,472.81,UPI,Success,Purchase
TXN000397,CUST02327,2023-09-15,3027.93,UPI,Success,Deposit
TXN000398,CUST40350,2026-07-05,11568.25,Digital Wallet,Success,Transfer
TXN000400,CUST29348,2024-03-29,21828.67,UPI,Success,Deposit
TXN000401,CUST43246,2024-12-08,247.9,UPI,Success,Purchase
TXN000402,CUST04120,2024-10-16,12831.17,Cash,Success,Deposit
TXN000411,CUST07608,2025-07-31,1055.34,UPI,Success,Purchase
TXN000413,CUST31328,2025-05-22,1838.5,UPI,Success,Purchase
TXN000414,CUST48350,2025-11-05,1691.44,Cash,Success,Deposit
TXN000417,CUST05417,2025-01-02,1625.7,UPI,Success,Bill Payment
TXN000418,CUST00503,2023-02-19,32695.52,UPI,Success,Purchase
TXN000419,CUST20781,2025-04-26,1590.25,Unknown,Success,Transfer
TXN000420,CUST20456,2025-08-04,3270.87,UPI,Success,Bill Payment
TXN000421,CUST07458,2024-09-12,6199.79,UPI,Success,Withdrawal
TXN000423,CUST23287,2025-10-21,856.74,UPI,Failed,Purchase
TXN000426,CUST09686,2024-07-24,487.08,UPI,Success,Purchase
TXN000428,CUST10107,2025-04-07,501.97,UPI,Success,Transfer
TXN000429,CUST02624,2026-04-06,666.46,UPI,Success,Purchase
TXN000430,CUST33624,2024-10-05,11247.41,UPI,Success,Purchase
TXN000432,CUST06420,2025-11-05,1109.66,UPI,Success,Purchase
TXN000433,CUST25093,2024-11-11,1572.56,UPI,Pending,Bill Payment
TXN000434,CUST36300,2024-09-23,226.01,UPI,Failed,Bill Payment
TXN000437,CUST18675,2025-03-25,1137.69,Digital Wallet,Success,Transfer
TXN000439,CUST00647,2024-10-07,806.93,UPI,Success,Bill Payment
TXN000440,CUST08065,2026-03-09,1585.88,Digital Wallet,Success,Bill Payment
TXN000441,CUST25165,2023-09-03,2433.89,UPI,Success,Subscription
TXN000447,CUST23780,2026-08-05,2422.77,UPI,Success,Transfer
TXN000451,CUST18589,2026-06-13,4551.33,UPI,Success,Purchase
TXN000452,CUST42063,2024-04-02,421.01,UPI,Success,Deposit
TXN000453,CUST24643,2026-01-24,228.28,UPI,Success,Withdrawal
TXN000455,CUST33942,2025-08-20,1845.23,UPI,Success,Purchase
TXN000456,CUST12299,2023-08-16,4270.9,UPI,Success,Transfer
TXN000457,CUST16356,2026-01-07,7269.28,UPI,Success,Purchase
TXN000463,CUST31960,2025-06-14,393.71,Digital Wallet,Success,Deposit
TXN000465,CUST10474,2026-02-10,1393.71,UPI,Success,Purchase
TXN000466,CUST39381,2025-10-19,1480.545,UPI,Success,Purchase
TXN000467,CUST28691,2026-03-21,509.33,UPI,Success,Subscription
TXN000469,CUST14538,2025-10-31,629.93,Cash,Success,Purchase
TXN000471,CUST19177,2025-06-24,1734.29,UPI,Failed,Transfer
TXN000472,CUST11500,2025-10-07,1048.85,Cash,Success,Bill Payment
TXN000473,CUST04688,2025-09-17,1212.86,UPI,Failed,Deposit
TXN000475,CUST12140,2026-08-11,950.12,UPI,Refunded,Unknown
TXN000476,CUST46118,2024-12-29,464.0,Card,Success,Purchase
TXN000478,CUST25160,2026-02-15,8358.68,UPI,Success,Purchase
TXN000479,CUST34909,2026-07-06,2379.14,UPI,Success,Purchase
TXN000481,CUST42617,2024-12-19,1742.26,UPI,Success,Withdrawal
TXN000482,CUST31984,2025-11-13,509.59,Bank Transfer,Success,Purchase
TXN000486,CUST09524,2025-11-30,3177.7,UPI,Success,Purchase
TXN000488,CUST17033,2025-01-23,7411.37,UPI,Success,Bill Payment
TXN000491,CUST37882,2026-06-06,2999.73,Unknown,Success,Purchase
TXN000493,CUST23771,2026-04-28,1456.01,Digital Wallet,Success,Withdrawal
TXN000496,CUST46257,2025-04-13,718.49,UPI,Success,Purchase
TXN000497,CUST19182,2025-08-14,12342.96,UPI,Success,Withdrawal
TXN000498,CUST38566,2026-01-20,830.36,UPI,Refunded,Bill Payment
TXN000499,CUST24949,2025-01-20,3397.9,UPI,Success,Bill Payment
TXN000500,CUST49507,2025-11-04,3512.79,UPI,Success,Purchase
TXN000502,CUST41527,2025-12-08,1803.05,Unknown,Refunded,Deposit
TXN000504,CUST46841,2024-05-07,1497.15,UPI,Refunded,Deposit
TXN000505,CUST45785,2025-07-01,278.27,Cash,Success,Transfer
TXN000508,CUST00369,2024-07-05,1777.05,Cash,Success,Deposit
TXN000510,CUST11604,2024-03-01,723.84,UPI,Success,Purchase
TXN000511,CUST46687,2024-12-26,6207.39,UPI,Success,Bill Payment
TXN000512,CUST08354,2024-09-28,913.28,UPI,Cancelled,Bill Payment
TXN000513,CUST09139,2024-11-22,2059.33,UPI,Success,Deposit
TXN000514,CUST09642,2026-01-16,581.39,UPI,Success,Deposit
TXN000516,CUST37212,2026-02-25,303.77,UPI,Success,Purchase
TXN000517,CUST35824,2026-01-01,341.85,Cash,Success,Refund
TXN000518,CUST07726,2026-04-29,2260.26,UPI,Success,Bill Payment
TXN000519,CUST44777,2024-08-05,1206.83,UPI,Success,Transfer
TXN000523,CUST46467,2025-12-10,268.94,UPI,Refunded,Bill Payment
TXN000524,CUST16111,2024-04-17,3175.32,Cash,Success,Purchase
TXN000527,CUST42194,2026-08-02,144.28,Digital Wallet,Cancelled,Purchase
TXN000529,CUST35040,2026-07-16,1324.34,Cheque,Success,Purchase
TXN000531,CUST32913,2025-05-09,1785.36,UPI,Success,Transfer
TXN000532,CUST48542,2026-03-01,3525.8,UPI,Success,Purchase
TXN000533,CUST38047,2024-01-20,5044.43,UPI,Success,Withdrawal
TXN000534,CUST45976,2024-04-06,602.1,Cheque,Success,Withdrawal
TXN000535,CUST25526,2026-04-21,5573.36,UPI,Failed,Refund
TXN000536,CUST46521,2025-01-13,1996.57,UPI,Success,Withdrawal
TXN000537,CUST01435,2026-05-17,1099.05,UPI,Success,Purchase
TXN000539,CUST27536,2025-09-01,12479.68,Digital Wallet,Success,Purchase
TXN000540,CUST26773,2024-08-28,9560.48,UPI,Success,Purchase
TXN000541,CUST02453,2026-07-14,1280.66,UPI,Success,Deposit
TXN000542,CUST01897,2025-12-10,4260.51,UPI,Success,Purchase
TXN000545,CUST15724,2024-12-23,1563.13,UPI,Success,Purchase
TXN000546,CUST26797,2024-11-01,187.75,UPI,Success,Purchase
TXN000547,CUST26435,2024-07-29,2793.28,UPI,Success,Bill Payment
TXN000548,CUST47206,2025-02-08,1382.86,UPI,Success,Purchase
TXN000550,CUST17794,2025-01-11,5038.69,UPI,Success,Purchase
TXN000551,CUST34185,2024-03-21,1777.84,Card,Success,Bill Payment
TXN000552,CUST12539,2025-01-09,501.46,UPI,Success,Purchase
TXN000553,CUST48175,2026-05-19,957.44,Card,Success,Purchase
TXN000554,CUST28741,2025-12-30,738.66,UPI,Success,Transfer
TXN000555,CUST02820,2026-07-30,4687.57,UPI,Success,Deposit
TXN000558,CUST22152,2025-04-12,1232.61,Cash,Success,Transfer
TXN000560,CUST48252,2024-04-13,4709.38,Cash,Refunded,Bill Payment
TXN000561,CUST06540,2025-04-03,1231.76,UPI,Success,Purchase
TXN000563,CUST45551,2025-07-05,1432.75,UPI,Success,Subscription
TXN000566,CUST08872,2026-05-07,6681.26,Cash,Refunded,Bill Payment
TXN000567,CUST32246,2024-01-18,2674.62,Bank Transfer,Success,Purchase
TXN000568,CUST10897,2025-08-17,265.28,UPI,Refunded,Withdrawal
TXN000569,CUST41251,2026-06-07,3517.76,UPI,Success,Purchase
TXN000573,CUST25344,2024-08-17,102.47,UPI,Failed,Purchase
TXN000574,CUST16187,2025-12-18,1401.29,UPI,Pending,Bill Payment
TXN000575,CUST39338,2024-12-13,416.91,UPI,Success,Purchase
TXN000576,CUST03723,2024-09-08,24535.22,UPI,Pending,Purchase
TXN000578,CUST42502,2024-09-24,2430.5,Cheque,Failed,Withdrawal
TXN000580,CUST11638,2024-12-03,281.27,UPI,Success,Subscription
TXN000582,CUST14471,2025-12-05,180.32,UPI,Success,Deposit
TXN000584,CUST05871,2025-06-30,727.67,UPI,Success,Deposit
TXN000587,CUST49937,2025-06-10,1366.73,Digital Wallet,Failed,Purchase
TXN000588,CUST18954,2024-10-25,3798.42,UPI,Success,Purchase
TXN000590,CUST11875,2025-10-28,11975.34,Cash,Refunded,Refund
TXN000591,CUST44877,2024-12-23,2670.59,Cash,Success,Purchase
TXN000593,CUST04970,2026-08-02,3947.3,UPI,Success,Bill Payment
TXN000597,CUST10216,2026-05-04,1220.7,UPI,Success,Bill Payment
TXN000598,CUST39976,2024-04-29,1940.53,UPI,Success,Withdrawal
TXN000602,CUST25096,2025-08-12,5037.1,UPI,Success,Purchase
TXN000604,CUST36525,2024-12-13,849.59,UPI,Success,Deposit
TXN000606,CUST01386,2024-10-07,1131.43,UPI,Success,Purchase
TXN000607,CUST16297,2025-08-13,248.81,UPI,Success,Withdrawal
TXN000608,CUST04655,2025-07-17,258.64,UPI,Success,Bill Payment
TXN000610,CUST14508,2025-11-23,2373.66,UPI,Refunded,Withdrawal
TXN000611,CUST39536,2024-07-12,1461.6,UPI,Success,Bill Payment
TXN000612,CUST25752,2025-08-12,677.51,Cash,Success,Purchase
TXN000613,CUST09428,2025-05-12,1923.73,Cash,Refunded,Deposit
TXN000615,CUST06449,2024-06-14,2393.14,Cash,Pending,Bill Payment
TXN000616,CUST06559,2024-07-26,745.2,UPI,Success,Refund
TXN000617,CUST11443,2023-07-12,4535.31,UPI,Success,Bill Payment
TXN000618,CUST31732,2024-08-14,680.52,UPI,Refunded,Purchase
TXN000619,CUST49066,2025-09-22,3718.19,UPI,Success,Purchase
TXN000620,CUST10158,2024-05-07,1519.67,UPI,Success,Purchase
TXN000622,CUST23085,2025-10-22,852.66,UPI,Success,Transfer
TXN000624,CUST18254,2024-06-16,5068.58,UPI,Refunded,Purchase
TXN000625,CUST05680,2025-12-29,742.15,Digital Wallet,Success,Purchase
TXN000626,CUST01508,2024-03-24,4951.41,Cash,Pending,Purchase
TXN000627,CUST36743,2026-03-29,1170.13,UPI,Success,Deposit
TXN000628,CUST11998,2026-05-28,1661.96,UPI,Success,Deposit
TXN000629,CUST19333,2025-10-10,166.42,Digital Wallet,Failed,Purchase
TXN000631,CUST00357,2026-01-31,11188.77,UPI,Success,Deposit
TXN000632,CUST46441,2026-01-23,9413.43,UPI,Refunded,Purchase
TXN000633,CUST03904,2026-02-02,1181.82,UPI,Success,Transfer
TXN000635,CUST43948,2025-06-07,517.58,UPI,Success,Transfer
TXN000636,CUST03161,2025-08-07,1907.53,UPI,Success,Transfer
TXN000637,CUST39958,2026-07-16,1121.67,UPI,Success,Purchase
TXN000642,CUST19113,2025-02-19,526.47,UPI,Success,Purchase
TXN000643,CUST24609,2024-11-04,629.52,UPI,Success,Withdrawal
TXN000644,CUST38375,2025-08-13,211.98,UPI,Success,Refund
TXN000645,CUST07383,2025-08-19,1480.545,UPI,Success,Purchase
TXN000646,CUST40525,2025-12-22,1480.545,Digital Wallet,Success,Purchase
TXN000648,CUST43342,2024-10-24,491.64,Bank Transfer,Refunded,Purchase
TXN000651,CUST13871,2026-03-22,2404.74,UPI,Failed,Deposit
TXN000652,CUST23121,2024-11-17,451.44,Unknown,Success,Bill Payment
TXN000653,CUST16624,2026-05-02,2331.47,UPI,Pending,Purchase
TXN000654,CUST29813,2025-09-04,4940.06,UPI,Success,Transfer
TXN000655,CUST40789,2025-08-31,1177.85,UPI,Success,Bill Payment
TXN000656,CUST01504,2025-03-25,985.15,Unknown,Success,Deposit
TXN000657,CUST39722,2026-03-06,11104.51,Unknown,Failed,Purchase
TXN000658,CUST46880,2026-06-08,2098.14,Cash,Pending,Bill Payment
TXN000660,CUST24977,2025-03-17,1480.545,UPI,Success,Withdrawal
TXN000661,CUST06064,2023-10-27,2067.98,UPI,Success,Transfer
TXN000663,CUST27936,2025-04-18,549.52,Cash,Pending,Bill Payment
TXN000664,CUST48397,2025-07-21,605.28,UPI,Success,Purchase
TXN000666,CUST16624,2024-06-20,1548.44,UPI,Success,Deposit
TXN000668,CUST19800,2026-03-02,4718.8,UPI,Success,Subscription
